1 7353
2 923
3 502
4 286
5 215
6 149
7 113
8 102
9 65
10 69
11 38
12 36
13 18
14 36
15 17
16 18
17 15
18 12
19 8
20 13
21 1
22 2
23 3
24 2
25 2
26 2
