1 9845
2 32
3 21
4 11
5 6
6 6
7 4
8 9
9 5
10 5
11 1
12 3
13 2
14 1
17 1
18 2
19 1
20 1
21 4
26 1
27 1
29 1
34 1
36 1
38 2
39 1
41 1
44 2
46 1
51 1
52 1
56 1
61 1
66 1
68 1
72 1
76 1
126 1
129 2
161 1
223 1
245 1
266 1
270 1
271 1
301 1
310 1
332 1
365 1
392 1
496 1
508 1
568 1
617 1
630 1
2175 1

